set;model;epochs;loss;accuracy;val_loss;val_accuracy
TwoPatterns;inception;500;1.1317e-04;1.0000;2.8702e-05;1.0000
TwoPatterns;inception;1000;2.3543e-05;1.0000;9.8756e-06;1.0000
TwoPatterns;cnn;20;0.2149;0.9240;0.7560;0.7610
TwoPatterns;cnn;100;0.0252;0.9960;1.3748;0.7680
TwoPatterns;cnn;500;1.4821e-04;1.0000;0.5748;0.8690
TwoPatterns;cnn;1000;1.4025e-04;1.0000;0.8011;0.8535
TwoPatterns;resnet;20;0.0088;0.9990;0.7301;0.5930
TwoPatterns;resnet;100;0.0039;1.0000;0.0197;0.9927
TwoPatterns;resnet;500;3.6288e-05;1.0000;0.0125;0.9955
TwoPatterns;resnet;1000;9.0294e-06;1.0000;0.0143;0.9955
TwoPatterns;encoder;20;0.6124;0.9320;0.7156;0.9005
TwoPatterns;encoder;100;0.0088;1.0000;0.0316;0.9965
TwoPatterns;encoder;500;3.5502e-05;1.0000;0.0030;0.9992
TwoPatterns;encoder;1000;4.0878e-06;1.0000;0.0030;0.9992
UWaveGestureLibraryAll;inception;20;0.4282;0.9141;3.7122;0.1290
UWaveGestureLibraryAll;inception;100;0.0121;1.0000;2.7810;0.3830
UWaveGestureLibraryAll;inception;500;4.5603e-04;1.0000;0.2554;0.9291
UWaveGestureLibraryAll;inception;1000;2.5335e-04;1.0000;0.2645;0.9280
UWaveGestureLibraryAll;cnn;20;1.0598;0.6663;4.8583;0.1519
UWaveGestureLibraryAll;cnn;100;0.5867;0.8158;1.0828;0.6337
UWaveGestureLibraryAll;cnn;500;0.1246;0.9721;3.2616;0.4668
UWaveGestureLibraryAll;cnn;1000;0.0108;1.0000;0.6614;0.8197
UWaveGestureLibraryAll;resnet;20;0.5565;0.8438;4.6223;0.1281
UWaveGestureLibraryAll;resnet;100;0.0247;0.9989;0.4672;0.8546
UWaveGestureLibraryAll;resnet;500;0.0011;1.0000;0.5200;0.8593
UWaveGestureLibraryAll;resnet;1000;1.1469e-04;1.0000;0.5633;0.8568
UWaveGestureLibraryAll;encoder;20;0.1604;0.9721;0.3290;0.9151
UWaveGestureLibraryAll;encoder;100;0.0051;1.0000;0.2062;0.9475
UWaveGestureLibraryAll;encoder;500;2.9561e-05;1.0000;0.2539;0.9528
UWaveGestureLibraryAll;encoder;1000;4.9692e-07;1.0000;0.3052;0.9551
UWaveGestureLibraryX;inception;20;0.3461;0.9007;1.8612;0.2982
UWaveGestureLibraryX;inception;100;0.0163;1.0000;0.7955;0.7652
UWaveGestureLibraryX;inception;500;5.0434e-04;1.0000;0.8800;0.8060
UWaveGestureLibraryX;inception;1000;2.0590e-04;1.0000;0.8940;0.8063
UWaveGestureLibraryX;cnn;20;1.0021;0.6797;5.3594;0.1340
UWaveGestureLibraryX;cnn;100;0.5951;0.8058;2.4335;0.2644
UWaveGestureLibraryX;cnn;500;0.1641;0.9464;1.2407;0.6773
UWaveGestureLibraryX;cnn;1000;0.0217;0.9989;1.1263;0.7434
UWaveGestureLibraryX;resnet;20;0.5815;0.8013;4.6376;0.1605
UWaveGestureLibraryX;resnet;100;0.0183;1.0000;0.8464;0.7694
UWaveGestureLibraryX;resnet;500;6.7072e-04;1.0000;0.9604;0.7820
UWaveGestureLibraryX;resnet;1000;3.3994e-04;1.0000;1.0666;0.7761
UWaveGestureLibraryX;encoder;20;0.8591;0.7321;0.9160;0.6929
UWaveGestureLibraryX;encoder;100;0.1416;0.9732;0.5579;0.8054
UWaveGestureLibraryX;encoder;500;0.0039;1.0000;0.7044;0.8082
UWaveGestureLibraryX;encoder;1000;5.5794e-04;1.0000;0.8557;0.8065
UWaveGestureLibraryY;inception;20;0.5055;0.8605;4.3120;0.1499
UWaveGestureLibraryY;inception;100;0.0287;0.9989;1.5491;0.5581
UWaveGestureLibraryY;inception;500;4.6347e-04;1.0000;1.1205;0.7434
UWaveGestureLibraryY;inception;1000;3.3608e-04;1.0000;1.1634;0.7440
UWaveGestureLibraryY;cnn;20;1.1241;0.6116;4.8803;0.1681
UWaveGestureLibraryY;cnn;100;0.8218;0.7199;1.3433;0.5212
UWaveGestureLibraryY;cnn;500;0.3331;0.8929;1.5855;0.5511
UWaveGestureLibraryY;cnn;1000;0.0698;0.9900;1.4359;0.6357
UWaveGestureLibraryY;resnet;20;0.8137;0.7154;4.9772;0.1561
UWaveGestureLibraryY;resnet;100;0.0788;0.9833;1.4551;0.5997
UWaveGestureLibraryY;resnet;500;0.0010;1.0000;1.3813;0.6728
UWaveGestureLibraryY;resnet;1000;2.6534e-04;1.0000;1.5646;0.6711
UWaveGestureLibraryY;encoder;20;0.8423;0.7266;1.0110;0.6385
UWaveGestureLibraryY;encoder;100;0.2321;0.9542;0.8591;0.7049
UWaveGestureLibraryY;encoder;500;0.0044;1.0000;1.1989;0.7113
UWaveGestureLibraryY;encoder;1000;6.3279e-04;1.0000;1.4841;0.7077
UWaveGestureLibraryZ;inception;20;0.4614;0.8594;2.9669;0.1524
UWaveGestureLibraryZ;inception;100;0.0132;0.9989;1.2901;0.6530
UWaveGestureLibraryZ;inception;500;4.1128e-04;1.0000;1.0687;0.7582
UWaveGestureLibraryZ;inception;1000;2.7801e-04;1.0000;1.1255;0.7580
UWaveGestureLibraryZ;cnn;20;0.9643;0.7009;6.1627;0.1209
UWaveGestureLibraryZ;cnn;100;0.6347;0.7712;2.0490;0.3844
UWaveGestureLibraryZ;cnn;500;0.2302;0.9275;1.3293;0.6304
UWaveGestureLibraryZ;cnn;1000;0.0292;0.9978;1.1420;0.7247
UWaveGestureLibraryZ;resnet;20;0.6693;0.7612;3.9418;0.1566
UWaveGestureLibraryZ;resnet;100;0.0483;0.9967;0.8219;0.7462
UWaveGestureLibraryZ;resnet;500;0.0015;1.0000;0.9847;0.7580
UWaveGestureLibraryZ;resnet;1000;1.6931e-04;1.0000;1.1331;0.7490
UWaveGestureLibraryZ;encoder;20;0.8648;0.7232;1.0261;0.6485
UWaveGestureLibraryZ;encoder;100;0.1916;0.9632;0.7849;0.7270
UWaveGestureLibraryZ;encoder;500;0.0029;1.0000;1.1427;0.7189
UWaveGestureLibraryZ;encoder;1000;3.9134e-04;1.0000;1.3944;0.7183
Wafer;inception;20;0.0029;1.0000;0.0674;0.9961
Wafer;inception;100;0.0052;0.9990;0.3453;0.9544
Wafer;inception;500;7.7277e-05;1.0000;0.0052;0.9984
Wafer;inception;1000;1.7778e-05;1.0000;0.0060;0.9987
Wafer;cnn;20;0.0688;0.9820;0.3432;0.8929
Wafer;cnn;100;0.0135;0.9990;0.3252;0.9283
Wafer;cnn;500;1.5674e-04;1.0000;0.0185;0.9971
Wafer;cnn;1000;1.5771e-05;1.0000;0.0318;0.9966
Wafer;resnet;20;0.0085;1.0000;0.3470;0.9072
Wafer;resnet;100;0.0039;0.9980;0.0151;0.9956
Wafer;resnet;500;7.4710e-05;1.0000;0.0114;0.9972
Wafer;resnet;1000;7.8732e-06;1.0000;0.0134;0.9977
Wafer;encoder;20;0.0159;0.9980;0.0261;0.9933
Wafer;encoder;100;5.8381e-04;1.0000;0.0130;0.9964
Wafer;encoder;500;2.4178e-06;1.0000;0.0156;0.9972
Wafer;encoder;1000;3.8028e-08;1.0000;0.0194;0.9976
Wine;inception;20;0.6852;0.5439;0.6961;0.5000
Wine;inception;100;0.4722;0.7895;16.8816;0.5000
Wine;inception;500;0.0887;0.9649;29.1508;0.5000
Wine;inception;1000;0.0038;1.0000;1.4404;0.7778
Wine;cnn;20;0.6895;0.5263;0.7044;0.5000
Wine;cnn;100;0.6226;0.6667;1.0948;0.5000
Wine;cnn;500;0.5221;0.6842;12.0866;0.5000
Wine;cnn;1000;0.3707;0.8772;8.0282;0.5000
Wine;resnet;20;0.6767;0.5965;0.6929;0.5000
Wine;resnet;100;0.5013;0.7193;2.4832;0.5000
Wine;resnet;500;0.0487;1.0000;8.0252;0.5000
Wine;resnet;1000;0.0153;1.0000;1.1623;0.7407
Wine;encoder;20;0.6513;0.5965;0.6733;0.5000
Wine;encoder;100;0.6526;0.5614;0.6720;0.5000
Wine;encoder;500;0.6686;0.5088;0.6700;0.5556
Wine;encoder;1000;0.6712;0.5263;0.6499;0.4630
WordSynonyms;inception;20;1.9310;0.4682;2.7672;0.2586
WordSynonyms;inception;100;0.7101;0.8352;2.8776;0.3433
WordSynonyms;inception;500;0.0217;1.0000;1.5522;0.6442
WordSynonyms;inception;1000;0.0054;1.0000;1.0627;0.7461
WordSynonyms;cnn;20;2.2462;0.3670;3.0910;0.2194
WordSynonyms;cnn;100;1.6217;0.5131;2.8455;0.1865
WordSynonyms;cnn;500;0.4073;0.9326;2.1726;0.4295
WordSynonyms;cnn;1000;0.1011;0.9925;2.0103;0.4984
WordSynonyms;resnet;20;1.6522;0.4981;3.0873;0.1191
WordSynonyms;resnet;100;0.2603;0.9813;2.5014;0.3464
WordSynonyms;resnet;500;0.0061;1.0000;1.5269;0.6113
WordSynonyms;resnet;1000;0.0059;1.0000;1.6667;0.5878
WordSynonyms;encoder;20;2.1148;0.4757;2.3990;0.3480
WordSynonyms;encoder;100;0.3190;0.9663;1.8235;0.5282
WordSynonyms;encoder;500;0.0102;0.9963;2.0972;0.5564
WordSynonyms;encoder;1000;0.0024;1.0000;2.2849;0.5721
Worms;inception;20;0.7296;0.7072;1.3697;0.4675
Worms;inception;100;0.0725;0.9945;2.4530;0.3506
Worms;inception;500;0.0044;1.0000;1.6251;0.6364
Worms;inception;1000;0.0020;1.0000;0.9387;0.7792
Worms;cnn;20;1.0110;0.5304;1.9056;0.1039
Worms;cnn;100;0.6442;0.7403;3.9871;0.1039
Worms;cnn;500;0.2213;0.9448;10.1926;0.1688
Worms;cnn;1000;0.0419;1.0000;0.7356;0.7662
Worms;resnet;20;0.5785;0.8122;2.1549;0.1039
Worms;resnet;100;0.1210;0.9724;3.4652;0.2597
Worms;resnet;500;0.0020;1.0000;0.6606;0.8052
Worms;resnet;1000;0.0018;1.0000;0.7977;0.7792
Worms;encoder;20;1.3560;0.6961;1.5439;0.3766
Worms;encoder;100;0.1998;0.9724;1.1085;0.5714
Worms;encoder;500;0.0039;1.0000;1.2616;0.5584
Worms;encoder;1000;6.1440e-04;1.0000;1.3867;0.5455
WormsTwoClass;inception;20;0.3509;0.8287;1.3483;0.4286
WormsTwoClass;inception;100;0.0119;1.0000;1.1809;0.6234
WormsTwoClass;inception;500;3.7951e-04;1.0000;1.7304;0.7532
WormsTwoClass;inception;1000;1.8900e-04;1.0000;0.9971;0.7662
WormsTwoClass;cnn;20;0.5123;0.7403;0.8183;0.5714
WormsTwoClass;cnn;100;0.4555;0.7956;1.4891;0.5714
WormsTwoClass;cnn;500;0.1313;0.9558;1.8876;0.6494
WormsTwoClass;cnn;1000;0.0447;0.9890;0.9342;0.7273
WormsTwoClass;resnet;20;0.3432;0.8674;0.7143;0.4286
WormsTwoClass;resnet;100;0.0714;0.9834;2.8513;0.5714
WormsTwoClass;resnet;500;6.7516e-04;1.0000;0.6852;0.7532
WormsTwoClass;resnet;1000;9.5131e-04;1.0000;0.8576;0.7922
WormsTwoClass;encoder;20;0.5443;0.8619;0.6448;0.5714
WormsTwoClass;encoder;100;0.1001;0.9834;0.6220;0.6623
WormsTwoClass;encoder;500;0.0025;1.0000;0.7854;0.6494
WormsTwoClass;encoder;1000;4.6094e-04;1.0000;0.8820;0.6623
Yoga;inception;20;0.3438;0.8633;1.0785;0.4643
Yoga;inception;100;0.0608;0.9833;1.2543;0.5547
Yoga;inception;500;0.0220;0.9867;0.4585;0.8590
Yoga;inception;1000;0.0015;1.0000;0.3511;0.8910
Yoga;cnn;20;0.6221;0.6867;0.9554;0.4643
Yoga;cnn;100;0.4883;0.7733;1.5797;0.5357
Yoga;cnn;500;0.0815;0.9833;0.4318;0.8313
Yoga;cnn;1000;0.0640;0.9733;0.8604;0.7507
Yoga;resnet;20;0.3767;0.8533;1.3110;0.4643
Yoga;resnet;100;0.0515;0.9867;1.0513;0.6550
Yoga;resnet;500;5.6307e-04;1.0000;0.4366;0.8770
Yoga;resnet;1000;9.5601e-04;1.0000;0.4498;0.8777
Yoga;encoder;20;0.5404;0.7533;0.5933;0.6743
Yoga;encoder;100;0.1735;0.9633;0.3853;0.8303
Yoga;encoder;500;0.0106;1.0000;0.3947;0.8637
Yoga;encoder;1000;0.0027;1.0000;0.4661;0.8663
ACSF1;inception;20;0.5769;0.8400;2.1033;0.3300
ACSF1;inception;100;0.2370;0.9000;3.0667;0.1600
ACSF1;inception;500;0.0386;0.9900;1.1332;0.6900
ACSF1;inception;1000;0.0291;1.0000;0.3037;0.9300
ACSF1;cnn;20;0.9970;0.6700;2.2544;0.1000
ACSF1;cnn;100;0.5356;0.8200;9.9259;0.1000
ACSF1;cnn;500;0.2165;0.9200;0.4265;0.8800
ACSF1;cnn;1000;0.1414;0.9600;0.3582;0.8700
ACSF1;resnet;20;0.5628;0.8300;2.2909;0.1000
ACSF1;resnet;100;0.3322;0.8700;9.9121;0.1000
ACSF1;resnet;500;0.0497;0.9800;0.3577;0.9200
ACSF1;resnet;1000;0.0122;0.9900;0.3190;0.9400
ACSF1;encoder;20;2.2670;0.1700;2.3013;0.1200
ACSF1;encoder;100;1.6320;0.4000;2.1818;0.1600
ACSF1;encoder;500;0.7419;0.7100;2.1203;0.3000
ACSF1;encoder;1000;0.3317;0.9100;2.5948;0.3300
AllGestureWiimoteX;inception;20;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteX;inception;100;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteX;inception;500;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteX;inception;1000;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteX;cnn;20;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteX;cnn;100;2.3026;0.0933;2.3026;0.1000
AllGestureWiimoteX;cnn;500;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteX;cnn;1000;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteX;resnet;20;2.3026;0.0967;2.3026;0.1000
AllGestureWiimoteX;resnet;100;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteX;resnet;500;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteX;resnet;1000;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteX;encoder;20;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteX;encoder;100;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteX;encoder;500;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteX;encoder;1000;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteY;inception;20;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteY;inception;100;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteY;inception;500;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteY;inception;1000;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteY;cnn;20;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteY;cnn;100;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteY;cnn;500;2.3026;0.0867;2.3026;0.1000
AllGestureWiimoteY;cnn;1000;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteY;resnet;20;2.3026;0.1033;2.3026;0.1000
AllGestureWiimoteY;resnet;100;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteY;resnet;500;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteY;resnet;1000;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteY;encoder;20;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteY;encoder;100;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteY;encoder;500;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteY;encoder;1000;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteZ;inception;20;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteZ;inception;100;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteZ;inception;500;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteZ;inception;1000;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteZ;cnn;20;2.3026;0.0833;2.3026;0.1000
AllGestureWiimoteZ;cnn;100;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteZ;cnn;500;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteZ;cnn;1000;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteZ;resnet;20;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteZ;resnet;100;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteZ;resnet;500;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteZ;resnet;1000;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteZ;encoder;20;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteZ;encoder;100;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteZ;encoder;500;2.3026;0.1000;2.3026;0.1000
AllGestureWiimoteZ;encoder;1000;2.3026;0.1000;2.3026;0.1000
BME;inception;20;0.0220;1.0000;0.7443;0.6267
BME;inception;100;0.0013;1.0000;2.2697;0.3333
BME;inception;500;0.0023;1.0000;0.0268;0.9933
BME;inception;1000;2.8724e-04;1.0000;0.0014;1.0000
BME;cnn;20;0.5848;0.7333;1.0447;0.4800
BME;cnn;100;0.4505;0.8333;3.1840;0.3333
BME;cnn;500;0.3753;0.8667;1.2847;0.5400
BME;cnn;1000;0.1710;0.9000;0.5018;0.7467
BME;resnet;20;0.3038;0.9333;1.0687;0.3933
BME;resnet;100;0.0421;1.0000;2.1845;0.3933
BME;resnet;500;0.0019;1.0000;0.0242;0.9933
BME;resnet;1000;0.0023;1.0000;0.0011;1.0000
BME;encoder;20;0.9023;0.8333;0.9583;0.6400
BME;encoder;100;0.1603;1.0000;0.4706;0.8267
BME;encoder;500;0.0031;1.0000;0.2546;0.8733
BME;encoder;1000;7.1316e-04;1.0000;0.2335;0.9000
Chinatown;inception;20;0.0557;0.9500;0.3787;0.7551
Chinatown;inception;100;0.0278;1.0000;4.3946;0.2741
Chinatown;inception;500;9.7761e-04;1.0000;0.1475;0.9767
Chinatown;inception;1000;8.0198e-05;1.0000;0.0880;0.9883
Chinatown;cnn;20;0.0361;1.0000;0.6769;0.3061
Chinatown;cnn;100;0.0120;1.0000;5.7033;0.2741
Chinatown;cnn;500;0.0070;1.0000;1.0596;0.4548
Chinatown;cnn;1000;0.0030;1.0000;0.0849;0.9825
Chinatown;resnet;20;0.0797;0.9500;0.6153;0.9767
Chinatown;resnet;100;0.0016;1.0000;2.1325;0.2741
Chinatown;resnet;500;0.0029;1.0000;0.1100;0.9767
Chinatown;resnet;1000;2.3338e-04;1.0000;0.0990;0.9854
Chinatown;encoder;20;0.6615;0.9500;0.6378;0.9621
Chinatown;encoder;100;0.4568;1.0000;0.3709;0.9796
Chinatown;encoder;500;0.0357;1.0000;0.0679;0.9825
Chinatown;encoder;1000;0.0084;1.0000;0.0613;0.9854
Crop;inception;20;0.4924;0.8292;0.8636;0.7185
Crop;inception;100;0.0433;0.9871;1.5600;0.7229
Crop;inception;500;4.6065e-04;1.0000;1.5664;0.7740
Crop;inception;1000;2.4460e-04;1.0000;1.6793;0.7704
Crop;cnn;20;0.8517;0.7100;0.9375;0.6759
Crop;cnn;100;0.2161;0.9331;1.2924;0.6834
Crop;cnn;500;0.0152;0.9964;1.9850;0.7144
Crop;cnn;1000;4.7872e-04;1.0000;1.7230;0.7536
Crop;resnet;20;0.4529;0.8403;0.8523;0.7357
Crop;resnet;100;0.0091;0.9981;1.4871;0.7570
Crop;resnet;500;1.2682e-04;1.0000;1.9919;0.7673
Crop;resnet;1000;2.9662e-05;1.0000;2.2165;0.7653
Crop;encoder;20;0.9891;0.6906;1.0264;0.6875
Crop;encoder;100;0.5005;0.8331;0.6792;0.7749
Crop;encoder;500;0.0330;0.9906;0.9095;0.7901
Crop;encoder;1000;0.0062;0.9985;1.1805;0.7929
DodgerLoopDay;inception;20;1.9448;0.1538;1.9448;0.1500
DodgerLoopDay;inception;100;1.9430;0.1538;1.9435;0.1500
DodgerLoopDay;inception;500;1.9427;0.1538;1.9436;0.1500
DodgerLoopDay;inception;1000;1.9438;0.1538;1.9436;0.1500
DodgerLoopDay;cnn;20;1.9455;0.1538;1.9455;0.1625
DodgerLoopDay;cnn;100;1.9444;0.1538;1.9445;0.1500
DodgerLoopDay;cnn;500;1.9435;0.1538;1.9437;0.1500
DodgerLoopDay;cnn;1000;1.9430;0.1538;1.9437;0.1500
DodgerLoopDay;resnet;20;1.9450;0.1538;1.9454;0.1500
DodgerLoopDay;resnet;100;1.9451;0.1538;1.9447;0.1500
DodgerLoopDay;resnet;500;1.9431;0.1538;1.9437;0.1500
DodgerLoopDay;resnet;1000;1.9428;0.1538;1.9436;0.1500
DodgerLoopDay;encoder;20;1.9459;0.1795;1.9459;0.1500
DodgerLoopDay;encoder;100;1.9452;0.1538;1.9452;0.1500
DodgerLoopDay;encoder;500;1.9435;0.1538;1.9436;0.1500
DodgerLoopDay;encoder;1000;1.9440;0.1538;1.9436;0.1500
DodgerLoopGame;inception;20;0.6931;0.5000;0.6931;0.4783
DodgerLoopGame;inception;100;0.6931;0.5000;0.6931;0.4783
DodgerLoopGame;inception;500;0.6931;0.5000;0.6931;0.5217
DodgerLoopGame;inception;1000;0.6931;0.5000;0.6931;0.5217
DodgerLoopGame;cnn;20;0.6931;0.5000;0.6931;0.5217
DodgerLoopGame;cnn;100;0.6931;0.5000;0.6931;0.5217
DodgerLoopGame;cnn;500;0.6931;0.5000;0.6931;0.5217
DodgerLoopGame;cnn;1000;0.6931;0.5000;0.6931;0.5217
DodgerLoopGame;resnet;20;0.6931;0.5000;0.6931;0.5217
DodgerLoopGame;resnet;100;0.6931;0.5000;0.6931;0.5217
DodgerLoopGame;resnet;500;0.6931;0.5000;0.6931;0.5217
DodgerLoopGame;resnet;1000;0.6931;0.5000;0.6931;0.5217
DodgerLoopGame;encoder;20;0.6931;0.5000;0.6931;0.4783
DodgerLoopGame;encoder;100;0.6931;0.5000;0.6931;0.5217
DodgerLoopGame;encoder;500;0.6931;0.5000;0.6931;0.4783
DodgerLoopGame;encoder;1000;0.6931;0.5000;0.6931;0.4783
DodgerLoopWeekend;inception;20;0.6931;0.5000;0.6931;0.7391
DodgerLoopWeekend;inception;100;0.6931;0.5000;0.6931;0.7391
DodgerLoopWeekend;inception;500;0.6931;0.5000;0.6931;0.7391
DodgerLoopWeekend;inception;1000;0.6931;0.5000;0.6931;0.7391
DodgerLoopWeekend;cnn;20;0.6931;0.5000;0.6932;0.2609
DodgerLoopWeekend;cnn;100;0.6931;0.5000;0.6931;0.7391
DodgerLoopWeekend;cnn;500;0.6931;0.5000;0.6931;0.7391
DodgerLoopWeekend;cnn;1000;0.6931;0.5000;0.6931;0.7391
DodgerLoopWeekend;resnet;20;0.6931;0.5000;0.6932;0.2609
DodgerLoopWeekend;resnet;100;0.6931;0.5000;0.6931;0.2609
DodgerLoopWeekend;resnet;500;0.6931;0.5000;0.6931;0.7391
DodgerLoopWeekend;resnet;1000;0.6931;0.5000;0.6931;0.7391
DodgerLoopWeekend;encoder;20;0.6931;0.5000;0.6932;0.2609
DodgerLoopWeekend;encoder;100;0.6931;0.5000;0.6931;0.7391
DodgerLoopWeekend;encoder;500;0.6931;0.5000;0.6931;0.7391
DodgerLoopWeekend;encoder;1000;0.6931;0.5000;0.6932;0.2609
EOGHorizontalSignal;inception;20;1.1524;0.6602;2.1625;0.2265
EOGHorizontalSignal;inception;100;0.2845;0.9475;3.7266;0.1575
EOGHorizontalSignal;inception;500;0.0078;1.0000;1.3441;0.6409
EOGHorizontalSignal;inception;1000;0.0040;1.0000;1.4089;0.6354
EOGHorizontalSignal;cnn;20;1.6586;0.3702;2.6604;0.1133
EOGHorizontalSignal;cnn;100;1.2753;0.5442;2.0463;0.2486
EOGHorizontalSignal;cnn;500;0.4210;0.8674;1.3847;0.5884
EOGHorizontalSignal;cnn;1000;0.2476;0.9337;1.3617;0.6326
EOGHorizontalSignal;resnet;20;1.3186;0.5414;2.7756;0.1409
EOGHorizontalSignal;resnet;100;0.4092;0.8840;3.0705;0.3453
EOGHorizontalSignal;resnet;500;0.0085;1.0000;1.8875;0.6409
EOGHorizontalSignal;resnet;1000;0.0039;1.0000;1.7374;0.6436
EOGHorizontalSignal;encoder;20;0.9421;0.7348;1.6283;0.4448
EOGHorizontalSignal;encoder;100;0.0970;0.9807;1.7384;0.5110
EOGHorizontalSignal;encoder;500;0.0022;1.0000;2.3427;0.5249
EOGHorizontalSignal;encoder;1000;4.8063e-04;1.0000;2.8078;0.5166
EOGVerticalSignal;inception;20;1.7749;0.4475;2.3529;0.1823
EOGVerticalSignal;inception;100;0.4155;0.8950;2.7999;0.1685
EOGVerticalSignal;inception;500;0.0074;1.0000;2.2665;0.5414
EOGVerticalSignal;inception;1000;0.0039;1.0000;2.5072;0.5331
EOGVerticalSignal;cnn;20;2.1405;0.2238;2.3570;0.1547
EOGVerticalSignal;cnn;100;1.7262;0.4116;2.0759;0.2403
EOGVerticalSignal;cnn;500;0.8146;0.7320;2.5168;0.3425
EOGVerticalSignal;cnn;1000;0.3463;0.8812;2.5756;0.4144
EOGVerticalSignal;resnet;20;1.7907;0.3895;2.3761;0.1077
EOGVerticalSignal;resnet;100;0.5138;0.8536;2.2722;0.3508
EOGVerticalSignal;resnet;500;0.0083;1.0000;3.0458;0.4337
EOGVerticalSignal;resnet;1000;0.0023;1.0000;3.4683;0.4641
EOGVerticalSignal;encoder;20;1.0320;0.7210;1.7081;0.4144
EOGVerticalSignal;encoder;100;0.1131;0.9779;2.1815;0.4530
EOGVerticalSignal;encoder;500;0.0067;1.0000;3.3147;0.4890
EOGVerticalSignal;encoder;1000;3.1945e-04;1.0000;3.7179;0.4917
EthanolLevel;inception;20;1.2610;0.5655;1.5109;0.2480
EthanolLevel;inception;100;0.4866;0.8175;1.9636;0.2520
EthanolLevel;inception;500;0.0638;0.9722;2.8286;0.5960
EthanolLevel;inception;1000;0.0030;1.0000;0.6119;0.8080
EthanolLevel;cnn;20;1.3775;0.2857;1.6371;0.2480
EthanolLevel;cnn;100;1.3466;0.4087;1.8536;0.2480
EthanolLevel;cnn;500;0.8455;0.6806;4.0813;0.2500
EthanolLevel;cnn;1000;0.5412;0.8016;1.1136;0.4300
EthanolLevel;resnet;20;1.3183;0.3690;4.7983;0.2480
EthanolLevel;resnet;100;0.5971;0.7976;2.3895;0.2560
EthanolLevel;resnet;500;0.1118;0.9683;177.0592;0.2520
EthanolLevel;resnet;1000;0.0022;1.0000;0.8454;0.7480
EthanolLevel;encoder;20;1.3273;0.3651;1.3796;0.3120
EthanolLevel;encoder;100;0.9175;0.6012;1.2384;0.4140
EthanolLevel;encoder;500;0.3708;0.8552;1.1757;0.5300
EthanolLevel;encoder;1000;0.1599;0.9444;1.4992;0.5360
FreezerRegularTrain;inception;20;0.2494;0.9067;0.8781;0.5053
FreezerRegularTrain;inception;100;0.0025;1.0000;2.3582;0.5000
FreezerRegularTrain;inception;500;1.7376e-04;1.0000;0.1061;0.9516
FreezerRegularTrain;inception;1000;1.7402e-04;1.0000;0.0122;0.9975
FreezerRegularTrain;cnn;20;0.4777;0.7667;0.7746;0.5000
FreezerRegularTrain;cnn;100;0.2563;0.9133;1.4439;0.5014
FreezerRegularTrain;cnn;500;0.0156;1.0000;0.0434;0.9937
FreezerRegularTrain;cnn;1000;0.0071;1.0000;0.0263;0.9954
FreezerRegularTrain;resnet;20;0.0398;1.0000;0.6653;0.5000
FreezerRegularTrain;resnet;100;0.0118;1.0000;2.0643;0.5004
FreezerRegularTrain;resnet;500;4.6923e-04;1.0000;0.0116;0.9986
